timestamp,guid,sponsor_id,campaign_id,group_id,variation_id,activity_id,ip,province,city,brand,mode,user_agent,click_device_id,dest_link,label
2024-02-13 06:34:16,8849378030,7128,31634,120155,3378336,177,75.10.170.18,江苏省,上海市,Xiaomi,X60,"Mozilla/5.0 (Windows; U; Windows NT 6.0) AppleWebKit/532.9.2 (KHTML, like Gecko) Version/5.0.1 Safari/532.9.2",5bc67d90-da88-4d8a-92ff-3c39c105d13d,https://www.iw.org/,1
2024-06-23 01:58:59,7446102889,1870,71821,517106,3245147,540,134.29.249.158,浙江省,成都市,Samsung,Mi 10,Mozilla/5.0 (Windows NT 6.1; nr-ZA; rv:1.9.1.20) Gecko/2016-09-20 14:19:36 Firefox/3.8,52e23dcd-c308-48fd-b8c9-f425f28a3637,http://www.45.com/,1
2024-04-30 04:21:03,4665417862,6743,62956,698939,1466020,4772,8.80.20.85,广东省,厦门市,Samsung,Y52s,Opera/8.73.(X11; Linux x86_64; ku-TR) Presto/2.9.180 Version/12.00,ec8b6aba-4b43-475a-961c-68be7eefa46f,https://www.qiu.org/,1
2024-04-26 15:27:10,4442828156,8620,77984,549286,7188870,9557,95.87.64.76,广东省,上海市,Huawei,P50,Mozilla/5.0 (compatible; MSIE 8.0; Windows 98; Win 9x 4.90; Trident/5.1),4a178a0c-a739-47cb-a8e8-9bb24684d13a,https://www.ke.cn/,1
2024-09-10 04:06:14,7179934236,7333,21415,964286,3645228,3249,147.237.206.5,福建省,厦门市,Samsung,iPhone 12,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.2; Trident/3.1),060d9317-fb71-47de-9ff2-8c10831ed37e,https://ming.cn/,1
2024-06-25 21:23:48,7981343502,8100,97183,674093,3531839,3419,186.218.55.206,福建省,上海市,Xiaomi,Reno5,Opera/9.52.(X11; Linux x86_64; ckb-IQ) Presto/2.9.182 Version/10.00,59a3c213-9ce7-42b5-8532-87137f3bffe2,https://www.qin.net/,1
2024-09-22 02:14:15,4753702208,2279,69772,161645,5795558,3027,16.2.131.176,广东省,福州市,Huawei,Reno5,"Mozilla/5.0 (iPhone; CPU iPhone OS 6_1_6 like Mac OS X) AppleWebKit/536.0 (KHTML, like Gecko) CriOS/41.0.884.0 Mobile/08B825 Safari/536.0",b5da23e4-924d-4455-9ce6-949ef01d4a7e,http://www.jiangjia.net/,0
2024-04-01 11:15:05,3444491041,5816,33192,177267,2963364,6771,69.30.55.142,浙江省,福州市,OPPO,Redmi Note 9,Mozilla/5.0 (Windows 98; pap-CW; rv:1.9.0.20) Gecko/2024-09-07 00:02:20 Firefox/3.8,1450168e-2196-4066-93e3-9707298a7871,https://www.jie.org/,0
2024-01-25 15:48:41,7516525681,6812,33680,673293,2196817,7518,154.179.11.90,广东省,厦门市,Vivo,iPhone 12,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_8_1) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/21.0.867.0 Safari/533.1",4e26f499-381f-4a2d-beaf-e7e7c87116fa,https://www.qiang.org/,1
2024-04-14 21:49:37,1433418050,9397,55886,505649,6411999,3008,188.95.64.162,北京市,广州市,OPPO,iPhone 12,"Mozilla/5.0 (iPad; CPU iPad OS 3_1_3 like Mac OS X) AppleWebKit/536.0 (KHTML, like Gecko) CriOS/53.0.894.0 Mobile/93F767 Safari/536.0",7e47ae11-b524-4b8d-8237-2ffa507fccf0,https://lei.cn/,0
2024-07-16 23:43:08,3141952775,8816,72924,851964,7887260,4159,38.217.62.114,上海市,绵阳市,Samsung,X60,Opera/8.57.(Windows NT 6.2; the-NP) Presto/2.9.162 Version/12.00,5d6d3fe0-eccf-44eb-ab4c-466ae602b68b,https://xiulanyao.cn/,1
2024-02-09 19:44:21,9811035250,1663,70851,560568,4663578,4582,141.24.59.223,广东省,温州市,OPPO,Galaxy S21,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/43.0.816.0 Safari/534.2",22001849-660e-4c33-993c-4acec244a65c,https://tz.cn/,0
2024-04-24 11:37:26,7616560434,8855,52054,600695,1705339,6173,196.28.146.236,浙江省,北京市,Apple,A93,"Mozilla/5.0 (Linux; Android 2.1) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/41.0.844.0 Safari/532.2",8f0e2304-8265-4c7c-ac9e-6e37f8583787,https://kang.net/,0
2024-06-22 05:41:24,1096819216,2110,44123,375532,3544009,9463,62.199.198.181,浙江省,南京市,Xiaomi,A93,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_7_7; rv:1.9.5.20) Gecko/2014-12-22 04:47:50 Firefox/3.8,27f55267-75d0-4eed-b768-6863f8977a9f,https://www.26.cn/,1
2024-04-11 05:34:25,8851838021,6775,57603,146230,6330895,3668,100.15.255.215,广东省,北京市,OPPO,X60,"Mozilla/5.0 (iPad; CPU iPad OS 14_2 like Mac OS X) AppleWebKit/534.0 (KHTML, like Gecko) CriOS/39.0.837.0 Mobile/80H411 Safari/534.0",49a6a535-17a0-4b8f-9ba7-f58f1247358f,https://www.duanhao.com/,1
2024-04-27 04:14:09,2537191134,6430,83667,916100,6298322,1854,133.147.177.21,北京市,南京市,Vivo,Mi 11,"Mozilla/5.0 (Windows NT 5.01) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/27.0.825.0 Safari/536.0",31fb588e-89cf-4691-b39d-f2cae13a1529,https://jingqin.net/,1
2024-09-24 19:16:10,2237246941,4169,92278,829234,7748185,7219,102.54.235.53,北京市,福州市,Huawei,X60,"Mozilla/5.0 (Linux; Android 3.1) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/20.0.843.0 Safari/534.1",c2d16852-4d4e-4781-8a41-147edc4b4525,https://lisun.cn/,1
2024-10-15 08:21:31,6636024977,6084,44816,353373,4902235,2620,147.33.66.166,北京市,北京市,Huawei,Galaxy Z Fold 3,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/50.0.812.0 Safari/532.1",8cd94f97-7f40-4b71-a312-1ec2c7acc0f5,https://www.ny.cn/,0
2024-08-15 09:00:32,3657059704,9302,73417,602249,8313048,9228,36.78.163.137,浙江省,北京市,Samsung,Reno5,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_3) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/54.0.874.0 Safari/532.1",0a978f42-c2e6-4db7-8e73-11ca98120b60,http://kongliang.cn/,0
2024-07-08 02:23:35,4830287810,3718,27782,625288,5099743,4566,103.51.222.155,江苏省,厦门市,Apple,Reno5,Mozilla/5.0 (compatible; MSIE 8.0; Windows CE; Trident/4.0),7db2843b-0c3d-4b69-a91d-ace77cad4751,https://www.ed.cn/,1
2024-02-25 07:34:57,7797956176,1181,59664,380028,8772420,7268,23.154.215.22,浙江省,上海市,Vivo,iPhone 13,"Mozilla/5.0 (Windows; U; Windows 95) AppleWebKit/534.8.3 (KHTML, like Gecko) Version/4.1 Safari/534.8.3",df101f20-37ed-42b7-a438-14ed441a0e69,https://13.com/,1
2024-01-15 10:30:40,9525226329,2659,30284,828118,3586532,7099,130.249.185.143,广东省,北京市,Xiaomi,Reno5,Opera/9.16.(X11; Linux x86_64; cv-RU) Presto/2.9.185 Version/11.00,07daa56a-0700-40a4-a682-1466a8e61c18,http://jun.cn/,1
2024-01-07 19:45:24,3805610094,3391,84870,813260,7855263,3960,172.155.161.163,江苏省,福州市,Vivo,S9,"Mozilla/5.0 (Windows; U; Windows 98) AppleWebKit/535.36.2 (KHTML, like Gecko) Version/4.1 Safari/535.36.2",362a216a-9cab-4367-a8b1-ccd41336d084,http://www.fangzou.cn/,1
2024-09-21 10:45:44,5433586186,5417,14285,231393,3891728,9097,5.196.102.125,福建省,福州市,Apple,Galaxy S21,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 10.0; Trident/3.1),d7776cbd-4233-488a-bee4-ee85f139254d,http://www.68.org/,0
2024-08-19 06:03:39,7104891000,1981,52655,851468,5977111,88,7.122.150.231,福建省,绵阳市,OPPO,iPhone 14,Mozilla/5.0 (Android 3.2.3; Mobile; rv:20.0) Gecko/20.0 Firefox/20.0,158748b2-b903-4383-902b-e9e786989674,http://www.jj.cn/,0
2024-09-19 17:25:52,6156156606,1404,28670,328384,4017976,8847,180.240.114.188,浙江省,深圳市,OPPO,X60,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; rw-RW) AppleWebKit/534.48.3 (KHTML, like Gecko) Version/4.0.5 Mobile/8B116 Safari/6534.48.3",70149356-94d2-46ee-8ffc-099e5eb337b3,http://www.pingming.cn/,1
2024-07-03 08:52:16,1255086561,9347,91082,794379,1717148,3643,19.62.228.7,福建省,苏州市,Samsung,Galaxy A52,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 4.0; Trident/3.0),e95f9157-f0c9-4563-a702-d67b29a6e8d6,http://mk.cn/,1
2024-04-20 13:17:54,1267698902,4583,21827,303261,8238772,9222,145.21.22.115,江苏省,厦门市,Huawei,A93,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_9_3; rv:1.9.6.20) Gecko/2017-10-03 09:50:24 Firefox/3.6.20,f825c879-147f-4606-a93e-62f8824f56fb,https://xieyi.cn/,0
2024-09-29 05:23:57,3119803089,9537,76968,697977,7324728,533,137.123.95.105,福建省,佛山市,Xiaomi,Galaxy Z Fold 3,Opera/9.68.(X11; Linux i686; am-ET) Presto/2.9.170 Version/11.00,45e76709-7637-4058-b3b2-7575ce7117ac,http://www.xialuo.cn/,1
2024-01-19 16:34:40,4468132414,7082,97789,989484,2275031,6516,199.93.204.145,上海市,成都市,Apple,Mate 40,Mozilla/5.0 (Android 2.3.6; Mobile; rv:17.0) Gecko/17.0 Firefox/17.0,62f998e8-ae31-4ba0-95d6-cf7c4ce3032c,https://wangren.com/,1
2024-05-13 15:26:38,4991586232,1395,69450,403013,6624133,5327,163.125.215.120,广东省,南京市,Xiaomi,Galaxy A52,Mozilla/5.0 (compatible; MSIE 8.0; Windows 98; Win 9x 4.90; Trident/5.0),4a24fd64-7b94-4085-9424-70f92defd413,http://www.93.org/,0
2024-05-05 09:05:07,5851013429,8345,60123,421657,5348804,4262,105.162.194.72,四川省,上海市,Huawei,A93,Mozilla/5.0 (Android 2.3.7; Mobile; rv:38.0) Gecko/38.0 Firefox/38.0,1187b32e-06c4-433e-9739-6c9797e89ec9,http://www.daicui.cn/,1
2024-08-08 00:52:27,4106677731,7609,96203,709278,9629731,998,4.148.9.91,北京市,成都市,Xiaomi,S9,Mozilla/5.0 (compatible; MSIE 8.0; Windows CE; Trident/5.1),befe452b-3339-487a-a97b-0f29fd9b0dff,http://xiuyingcheng.cn/,1
2024-04-12 20:00:09,1446939534,6472,82587,832838,1454123,2561,65.63.67.247,广东省,北京市,Vivo,Mate 40,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.2; Trident/3.1),0a0f17ac-2b44-494b-bd6e-b165f88115ea,https://www.jing.cn/,0
2024-02-27 00:50:15,6799312597,8541,41600,493183,6698254,5732,5.29.64.31,北京市,上海市,OPPO,iPhone 12,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.2; Trident/5.1),13232523-e40e-4140-a86f-3097edd47995,http://www.97.cn/,0
2024-09-19 20:47:03,7346211863,6684,23402,335959,2629001,9012,95.116.82.13,浙江省,温州市,OPPO,Mate 40,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; quz-PE) AppleWebKit/534.33.2 (KHTML, like Gecko) Version/3.0.5 Mobile/8B112 Safari/6534.33.2",92186083-f5d4-4f64-89ca-0099a1e4582f,http://www.xuwu.cn/,1
2024-03-12 08:04:48,1978200864,6350,61445,121507,4263701,5326,142.247.2.79,浙江省,成都市,Apple,iPhone 13,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/2017-08-31 00:55:37 Firefox/3.6.5,5b952b37-0f08-48f8-8644-47acf7eb784e,https://www.ng.cn/,0
2024-08-27 01:39:35,4999673414,5668,16959,102914,4435348,1782,180.76.20.71,广东省,成都市,Apple,iPhone 12,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/2022-11-25 04:09:37 Firefox/3.8,406c3185-dca4-4c62-9469-9e155976829c,http://xiuyingqian.cn/,1
2024-07-22 05:24:28,9667651430,7028,82007,511702,2794644,9890,164.163.104.42,广东省,温州市,Samsung,iPhone 14,Opera/9.99.(Windows NT 5.1; ia-FR) Presto/2.9.185 Version/11.00,398e2e93-e39a-44c8-96c6-faf0d088cdab,http://guiying.cn/,0
2024-07-09 21:45:11,3070918747,1834,33809,614616,4741911,3588,58.130.246.178,广东省,南京市,Apple,iPhone 12,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 4.0; Trident/5.0),2cd37e0c-f33f-4045-b939-6829ca7b0d61,http://www.xia.cn/,0
2024-06-02 19:29:11,5832857817,9470,67610,580747,1678596,9908,5.208.188.8,北京市,成都市,Apple,S9,"Mozilla/5.0 (iPhone; CPU iPhone OS 4_2_1 like Mac OS X) AppleWebKit/534.0 (KHTML, like Gecko) CriOS/31.0.810.0 Mobile/96K461 Safari/534.0",6691dd80-ac86-46da-af77-05941adc5b9b,http://www.83.com/,0
2024-08-04 04:16:35,8307190146,3020,25850,495288,1731644,3685,43.193.66.92,上海市,北京市,Apple,iPhone 13,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.2; Trident/5.1),29277991-83e9-4fb6-9485-bbda1debee0b,http://pt.cn/,0
2024-09-30 07:57:45,3360277484,8182,94596,895620,5573659,2085,71.142.222.121,上海市,厦门市,Xiaomi,iPhone 13,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; si-LK) AppleWebKit/535.12.4 (KHTML, like Gecko) Version/3.0.5 Mobile/8B119 Safari/6535.12.4",0f6fab65-5043-4668-98d8-b32627770e5a,https://lei.cn/,1
2024-04-22 07:22:00,5791393363,8987,71442,989261,9966292,7570,119.78.81.221,广东省,广州市,Samsung,iPhone 14,Mozilla/5.0 (Android 5.0.2; Mobile; rv:57.0) Gecko/57.0 Firefox/57.0,58b1817f-a303-4962-8b48-8df042dd01c8,http://yong.org/,1
2024-09-14 16:27:49,9175690539,8100,33009,987631,4765638,2589,157.48.80.229,福建省,厦门市,Xiaomi,Galaxy S21,Mozilla/5.0 (Windows NT 6.2; gd-GB; rv:1.9.0.20) Gecko/2018-07-26 08:16:56 Firefox/3.8,8b60e7a5-0521-4ae3-8141-2e377517aa8b,http://www.shao.org/,1
2024-08-04 20:23:51,2510922679,9420,18299,264810,3634592,8082,80.138.16.119,广东省,无锡市,OPPO,Mate 40,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.0; Trident/3.0),353d8f6d-1393-4c88-b57a-2f41f2870bf2,http://www.83.cn/,0
2024-06-20 08:37:03,6768680689,1592,69921,450407,2077639,2953,4.189.16.132,广东省,北京市,OPPO,Galaxy S21,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/3.0),70ed5a57-44c3-48a6-ba45-2fdad2a311be,https://www.rl.cn/,1
2024-03-10 19:36:46,4943074590,9978,38189,444029,2404386,8863,92.239.241.160,北京市,厦门市,Huawei,A93,Opera/9.31.(Windows 98; Win 9x 4.90; lv-LV) Presto/2.9.170 Version/12.00,6e3e650a-bb3f-4efb-8751-421b20cbcaa2,https://www.24.cn/,0
2024-05-27 00:42:11,2022933267,9289,35994,108440,3965879,1426,157.3.170.120,福建省,苏州市,Xiaomi,Galaxy S21,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; hu-HU) AppleWebKit/535.17.6 (KHTML, like Gecko) Version/3.0.5 Mobile/8B117 Safari/6535.17.6",de43cf56-83bd-4908-b2c6-b88a7934af74,http://00.net/,1
2024-03-22 06:21:11,9985032096,2102,68051,328554,3547452,2623,178.79.119.215,江苏省,深圳市,Vivo,Redmi Note 9,Mozilla/5.0 (Android 2.3.2; Mobile; rv:66.0) Gecko/66.0 Firefox/66.0,9996945d-cd2f-4eab-853b-cdd74dde5e1d,http://www.song.cn/,0
2024-02-02 21:40:24,1043162941,3512,38478,268485,2583118,9382,3.251.237.41,江苏省,厦门市,Xiaomi,Reno5,Mozilla/5.0 (Android 4.2; Mobile; rv:55.0) Gecko/55.0 Firefox/55.0,a4f53f28-5307-43d6-8141-2fcd353d91a3,http://yangbai.cn/,1
2024-08-03 02:13:11,4443563465,7191,83988,763626,3900709,1932,87.69.111.99,江苏省,无锡市,Huawei,Y52s,Mozilla/5.0 (Windows NT 5.01; br-FR; rv:1.9.1.20) Gecko/2016-06-06 14:02:48 Firefox/13.0,8f1fb15f-a651-4ec5-9029-79167e3646d3,http://04.cn/,1
2024-09-24 20:10:05,1244313440,6409,95904,464840,2279588,6351,124.55.160.23,浙江省,佛山市,Samsung,Reno5,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/42.0.837.0 Safari/532.0",d80b190a-68bc-477c-90f3-ccce9585d33e,https://rencai.cn/,1
2024-08-23 12:02:57,1243329601,8206,86356,968684,7243023,3641,8.65.128.235,广东省,福州市,Apple,S9,"Mozilla/5.0 (Windows CE) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/23.0.845.0 Safari/533.2",becd3d5c-1db0-4455-a8a1-c0232063cab6,http://www.liyong.cn/,1
2024-02-13 00:48:44,2883583189,5376,34398,111591,5967272,5703,75.156.10.218,北京市,苏州市,Samsung,Mi 11,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/2018-04-11 05:32:24 Firefox/3.6.10,61e7e9a3-91d2-41a7-b8f2-2eb6ffeb5d12,https://www.cao.cn/,0
2024-01-06 22:15:19,2213740507,3358,13836,176418,9579227,783,95.197.142.189,上海市,上海市,Xiaomi,Find X3,Opera/8.34.(X11; Linux x86_64; ik-CA) Presto/2.9.163 Version/11.00,96ab38e5-b4e5-4b6e-b601-9df3dc017c72,https://www.25.cn/,0
2024-03-04 20:34:51,6644127699,3329,52706,617189,2889999,4891,15.118.103.206,福建省,厦门市,Samsung,iPhone 13,"Mozilla/5.0 (iPad; CPU iPad OS 6_1_6 like Mac OS X) AppleWebKit/535.0 (KHTML, like Gecko) FxiOS/13.0w2477.0 Mobile/29R653 Safari/535.0",b12d9fa2-8239-46a4-9acb-24a6c8402c9a,http://leigang.cn/,0
2024-02-26 13:11:20,4824344960,4216,33827,322839,7249336,9228,157.45.155.17,福建省,苏州市,Vivo,Galaxy Z Fold 3,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.2; Trident/3.0),544c2789-0466-4f4a-af41-c9606f258f03,http://www.xiuyingtao.cn/,0
2024-05-01 12:29:33,9581726084,2526,32615,497916,3577881,7033,134.214.17.82,福建省,无锡市,OPPO,A93,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; brx-IN) AppleWebKit/532.46.7 (KHTML, like Gecko) Version/4.0.5 Mobile/8B117 Safari/6532.46.7",0a153821-e701-45f8-83ec-086376d639e6,http://www.nj.com/,1
2024-07-10 14:47:13,7003585379,7289,30341,428312,8305474,975,172.199.98.69,上海市,北京市,Huawei,P40,"Mozilla/5.0 (iPhone; CPU iPhone OS 3_1_3 like Mac OS X) AppleWebKit/535.1 (KHTML, like Gecko) FxiOS/10.5u5201.0 Mobile/90T806 Safari/535.1",2b978bf7-0025-43d3-8315-82983f5a52dc,https://www.xiongliao.cn/,1
2024-05-23 21:52:56,3824296704,5518,85582,367495,7998722,2056,188.15.200.211,上海市,广州市,Huawei,iPhone 12,"Mozilla/5.0 (Linux; Android 7.1.1) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/35.0.886.0 Safari/532.2",dfe2dc6c-54cd-4d3c-bd48-5da10ae85a2d,https://www.chengwei.cn/,0
2024-05-28 09:52:55,3820033816,7461,84301,236323,9988988,7053,79.110.80.154,江苏省,无锡市,Xiaomi,iPhone 13,Opera/9.32.(Windows 95; ks-IN) Presto/2.9.165 Version/10.00,e04e726f-6ba7-49e9-92ea-9b3cd38e0398,http://www.minyang.cn/,0
2024-09-29 11:36:52,5623007750,4608,90584,510164,9380278,6878,157.104.55.96,浙江省,厦门市,Xiaomi,Redmi Note 9,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.0; Trident/5.1),8ab76e51-b9c8-4360-bfee-431abc7aa0fc,http://www.minxiulan.cn/,1
2024-08-20 20:40:24,6179133387,1686,38062,292565,7735438,7415,210.222.232.51,江苏省,北京市,OPPO,Redmi Note 9,Mozilla/5.0 (compatible; MSIE 8.0; Windows 98; Win 9x 4.90; Trident/4.0),00af79dc-828b-4f76-875b-26fec8c04ea8,https://www.wei.cn/,0
2024-02-15 05:33:31,8788600364,1721,63993,399755,5998842,6474,84.20.91.189,浙江省,北京市,Vivo,Reno5,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; bem-ZM) AppleWebKit/533.14.2 (KHTML, like Gecko) Version/3.0.5 Mobile/8B114 Safari/6533.14.2",300b1437-dcb5-4493-a27c-9e14015a2975,https://73.com/,0
2024-02-12 08:47:09,4688346804,5962,32438,210905,1141534,5426,137.116.236.241,北京市,宁波市,Xiaomi,Mate 40,"Mozilla/5.0 (iPad; CPU iPad OS 6_1_6 like Mac OS X) AppleWebKit/534.2 (KHTML, like Gecko) FxiOS/11.5t0269.0 Mobile/60U797 Safari/534.2",745cd0a5-8344-4d21-abc5-e4b1e99d9c83,https://qiang.cn/,0
2024-09-09 11:51:47,7663237365,1198,23213,581693,2744514,2813,11.160.142.250,江苏省,宁波市,OPPO,Mi 10,Mozilla/5.0 (Windows NT 5.1; kn-IN; rv:1.9.0.20) Gecko/2024-02-20 19:59:05 Firefox/3.8,aa98ff06-e412-4111-bd12-78951c1f4880,https://xiaoxue.cn/,0
2024-04-28 02:09:32,9130280665,3178,65980,663335,2841052,7433,203.192.115.30,福建省,上海市,Xiaomi,A93,"Mozilla/5.0 (Windows; U; Windows CE) AppleWebKit/534.16.7 (KHTML, like Gecko) Version/5.0 Safari/534.16.7",c2b5c7a2-f79e-4c5c-8743-0af0fc0dffe7,https://www.yuan.cn/,1
2024-05-22 07:50:43,1448300851,4186,52854,367146,9905988,2724,212.210.4.252,上海市,宁波市,Apple,Mi 11,Mozilla/5.0 (compatible; MSIE 9.0; Windows 95; Trident/5.1),ac8e9e5c-d718-482a-9686-35596034e6c2,http://www.cui.cn/,1
2024-06-24 17:07:47,7383213464,7854,96146,292697,6481395,9060,115.192.188.184,福建省,深圳市,Huawei,A93,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; fr-LU) AppleWebKit/533.5.1 (KHTML, like Gecko) Version/4.0.5 Mobile/8B117 Safari/6533.5.1",8aea50d7-54fd-447a-b11a-ba6b20ffa963,https://www.sz.cn/,1
2024-02-14 01:59:06,1336923353,4172,86700,710389,5398044,4977,83.85.215.82,广东省,北京市,Xiaomi,Mi 11,Mozilla/5.0 (compatible; MSIE 9.0; Windows 98; Win 9x 4.90; Trident/4.1),9f9c14ff-e240-4098-b803-15db07bce7ab,http://www.leixiuying.org/,1
2024-10-11 21:04:33,4917221541,7841,19877,164118,1981259,5832,30.207.42.142,福建省,宁波市,Xiaomi,P40,Mozilla/5.0 (Android 2.0.1; Mobile; rv:17.0) Gecko/17.0 Firefox/17.0,25d89d6b-090a-4668-aa5f-d72662e50f31,https://84.cn/,1
2024-05-14 11:35:01,3237656262,3484,93932,758229,7534111,3366,217.215.196.235,浙江省,上海市,Samsung,Find X3,Mozilla/5.0 (compatible; MSIE 6.0; Windows 95; Trident/3.1),c4ca974c-5dae-4347-80ee-dd3c55d79e52,http://guiying.cn/,1
2024-05-30 17:39:43,3374969448,7994,49740,295842,6189258,9636,184.58.255.186,福建省,杭州市,Samsung,Mi 10,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/42.0.855.0 Safari/535.2",0f7f6a18-43a0-451e-920f-554cb09bd364,https://www.12.cn/,0
